
;87485000;Correios;Impresso Econômico;PR;Módico; 9
;87485000;Jadlog;Jadlog Rodoviario;PR;Interior; 4
;87485000;Speedlog;Speedlog Standard;PR;Interior; 8
;87485000;Transfolha;Transfolha Terrestre;PR;INT 1; 7
;87485000;Dialogo Logistica;Dialogo Standard;PR;INTERIOR II; 6
;87490000;Correios;Impresso Econômico;PR;Módico; 9
;87490000;Jadlog;Jadlog Rodoviario;PR;Interior; 4
;87490000;Speedlog;Speedlog Standard;PR;Interior; 8
;87490000;Transfolha;Transfolha Terrestre;PR;INT; 7
;87490000;Dialogo Logistica;Dialogo Standard;PR;INTERIOR II; 6
;87502070;Correios;Impresso Econômico;PR;Módico; 9
;87502070;Speedlog;Speedlog Standard;PR;Interior; 5
;87502070;Transfolha;Transfolha Terrestre;PR;INT; 4
;87502070;Dialogo Logistica;Dialogo Standard;PR;INTERIOR I; 6
;87502070;Jadlog;Jadlog Rodoviario;PR;Capital; 3
;87530000;Correios;Impresso Econômico;PR;Módico; 9
;87530000;Jadlog;Jadlog Rodoviario;PR;Interior; 4
;87530000;Speedlog;Speedlog Standard;PR;Interior; 8
;87530000;Transfolha;Transfolha Terrestre;PR;INT 1; 7
;87530000;Dialogo Logistica;Dialogo Standard;PR;INTERIOR II; 6
;87701200;Correios;Impresso Econômico;PR;Módico; 9
;87701200;Speedlog;Speedlog Standard;PR;Interior; 5
;87701200;Transfolha;Transfolha Terrestre;PR;INT; 4
;87701200;Dialogo Logistica;Dialogo Standard;PR;INTERIOR I; 5
;87701200;Jadlog;Jadlog Rodoviario;PR;Capital; 3
;87970000;Correios;Impresso Econômico;PR;Módico; 9
;87970000;Jadlog;Jadlog Rodoviario;PR;Interior; 4
;87970000;Speedlog;Speedlog Standard;PR;Interior; 8
;87970000;Transfolha;Transfolha Terrestre;PR;INT 1; 7
;87970000;Dialogo Logistica;Dialogo Standard;PR;INTERIOR II; 6
;88010300;Correios;Impresso Econômico;SC;Módico; 11
;88010300;Flash Courier;Flash Courier PAC;SC;Capital; 7
;88010300;Transfolha;Transfolha Terrestre;SC;CAP; 4
;88010300;Dialogo Logistica;Dialogo Standard;SC;CAPITAL; 4
;88010300;Jadlog;Jadlog Rodoviario;SC;Capital; 2
;88010300;Speedlog;Speedlog Standard;SC;Capital; 4
;88015360;Correios;Impresso Econômico;SC;Módico; 11
;88015360;Flash Courier;Flash Courier PAC;SC;Capital; 7
;88015360;Transfolha;Transfolha Terrestre;SC;CAP; 4
;88015360;Dialogo Logistica;Dialogo Standard;SC;CAPITAL; 4
;88015360;Jadlog;Jadlog Rodoviario;SC;Capital; 2
;88015360;Speedlog;Speedlog Standard;SC;Capital; 4
;88034050;Correios;Impresso Econômico;SC;Módico; 11
;88034050;Flash Courier;Flash Courier PAC;SC;Capital; 7
;88034050;Transfolha;Transfolha Terrestre;SC;CAP; 4
;88034050;Dialogo Logistica;Dialogo Standard;SC;CAPITAL; 4
;88034050;Speedlog;Speedlog Standard;SC;Capital; 4
;88034050;Jadlog;Jadlog Rodoviario;SC;Capital; 2
;88035030;Correios;Impresso Econômico;SC;Módico; 11
;88035030;Flash Courier;Flash Courier PAC;SC;Capital; 7
;88035030;Transfolha;Transfolha Terrestre;SC;CAP; 4
;88035030;Dialogo Logistica;Dialogo Standard;SC;CAPITAL; 4
;88035030;Speedlog;Speedlog Standard;SC;Capital; 4
;88035030;Jadlog;Jadlog Rodoviario;SC;Capital; 2
;88036135;Correios;Impresso Econômico;SC;Módico; 11
;88036135;Flash Courier;Flash Courier PAC;SC;Capital; 7
;88036135;Transfolha;Transfolha Terrestre;SC;CAP; 4
;88036135;Dialogo Logistica;Dialogo Standard;SC;CAPITAL; 4
;88036135;Speedlog;Speedlog Standard;SC;Capital; 4
;88036135;Jadlog;Jadlog Rodoviario;SC;Capital; 2
;88036150;Correios;Impresso Econômico;SC;Módico; 11
;88036150;Flash Courier;Flash Courier PAC;SC;Capital; 7
;88036150;Transfolha;Transfolha Terrestre;SC;CAP; 4
;88036150;Dialogo Logistica;Dialogo Standard;SC;CAPITAL; 4
;88036150;Speedlog;Speedlog Standard;SC;Capital; 4
;88036150;Jadlog;Jadlog Rodoviario;SC;Capital; 2
;88036655;Correios;Impresso Econômico;SC;Módico; 11
;88036655;Flash Courier;Flash Courier PAC;SC;Capital; 7
;88036655;Transfolha;Transfolha Terrestre;SC;CAP; 4
;88036655;Dialogo Logistica;Dialogo Standard;SC;CAPITAL; 4
;88036655;Speedlog;Speedlog Standard;SC;Capital; 4
;88036655;Jadlog;Jadlog Rodoviario;SC;Capital; 2
