Transportadora;regiao;UF;Cidade;preca;Cep inicial;Cep final;Prazo;Custo
Dialogo Standard;S;PR;CURITIBA;Capital;80002900;80002900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80010000;80010020;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80010030;80010070;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80010080;80010080;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80010090;80010090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80010100;80010130;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80010140;80010900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80010903;80010906;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80010909;80010922;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020000;80020140;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020150;80020150;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020160;80020160;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020170;80020170;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020180;80020340;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020901;80020905;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020906;80020911;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020914;80020916;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020918;80020925;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020926;80020930;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020931;80020939;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80020943;80020944;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80024009;80024090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030000;80030001;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030010;80030020;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030030;80030030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030040;80030070;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030080;80030090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030100;80030100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030110;80030110;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030120;80030450;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030460;80030470;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80030480;80030480;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80035000;80035330;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040000;80040070;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040080;80040080;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040090;80040090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040100;80040100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040110;80040110;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040120;80040120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040130;80040140;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040150;80040150;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040160;80040270;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040280;80040280;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040285;80040285;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040310;80040310;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80040320;80040430;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045010;80045060;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045070;80045070;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045110;80045110;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045125;80045125;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045140;80045180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045190;80045190;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045270;80045270;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045300;80045300;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045325;80045325;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80045390;80045390;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050000;80050030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050040;80050040;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050050;80050050;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050100;80050100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050150;80050150;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050205;80050205;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050210;80050210;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050220;80050230;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80050240;80050901;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80060000;80060210;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80060220;80060220;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80060230;80060240;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80060250;80060250;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80060260;80060260;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80060270;80060270;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80060490;80060490;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80060901;80060907;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80210000;80210360;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80210370;80210410;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80210420;80210420;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80215000;80215901;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220000;80220170;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220180;80220191;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220200;80220200;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220201;80220201;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220230;80220230;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220240;80220430;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220435;80220470;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220900;80220901;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80220902;80220902;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80230000;80230000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80230010;80230010;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80230020;80230170;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80230180;80230180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80230901;80230901;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240000;80240000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240001;80240001;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240010;80240010;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240020;80240020;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240021;80240021;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240030;80240030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240031;80240031;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240040;80240040;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240041;80240041;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240050;80240070;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240080;80240080;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240100;80240100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240110;80240120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240130;80240150;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240160;80240180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240190;80240270;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240280;80240330;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240340;80240370;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240380;80240570;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240580;80240580;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240590;80240590;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240610;80240610;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240620;80240650;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240660;80240660;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80240900;80240900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250000;80250030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250040;80250050;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250060;80250080;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250090;80250090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250100;80250100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250104;80250104;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250110;80250120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250130;80250130;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250140;80250140;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250150;80250160;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250170;80250170;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250180;80250190;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250200;80250200;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250210;80250210;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250220;80250220;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250230;80250230;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250900;80250900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250901;80250901;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80250903;80250903;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80310000;80310010;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80310020;80310100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80310110;80310500;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80310510;80310640;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80310650;80310680;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80320000;80320360;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80320370;80320380;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80320390;80320390;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80330000;80330380;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80410000;80410120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80410140;80410150;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80410151;80410151;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80410170;80410190;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80410200;80410200;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80410201;80420010;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420011;80420060;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420070;80420080;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420090;80420110;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420120;80420120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420130;80420180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420184;80420184;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420190;80420220;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420230;80420230;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80420900;80420903;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430000;80430000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430010;80430060;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430070;80430070;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430080;80430090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430100;80430100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430110;80430120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430130;80430130;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430140;80430170;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430180;80430180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430190;80430190;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80430200;80430270;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80440000;80440000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80440010;80440020;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80440030;80440030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80440040;80440090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80440100;80440160;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80440170;80440250;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80480040;80480040;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80510000;80510090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80510100;80510120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80510130;80510180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80510190;80510330;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80510340;80510390;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80520000;80520730;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530000;80530030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530040;80530090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530100;80530250;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530260;80530330;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530340;80530360;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530370;80530380;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530900;80530905;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530906;80530906;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80530907;80530907;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80540000;80540010;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80540020;80540170;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80540180;80540180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80540190;80540280;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80540290;80540370;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80550120;80550120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80610000;80610170;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80610180;80610220;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80610240;80610330;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80610350;80610350;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80610360;80620270;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80620280;80620520;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80630000;80650210;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80710000;80710000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80710010;80710510;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80710520;80710540;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80710550;80710710;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80730000;80730080;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80730090;80730090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80730100;80730180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80730200;80730201;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80730210;80730280;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80730290;80730330;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80730340;80730970;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80740000;80740700;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80810000;80810150;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;80810160;80820700;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81010000;81010310;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81010320;81010420;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81010430;81010430;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81010440;81020200;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81020210;81020220;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81020230;81020230;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81020240;81020250;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81020260;81020580;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81020590;81020600;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81020610;81020610;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81020620;81020760;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81020770;81020770;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81030000;81030490;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81050000;81050900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81070000;81070470;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81110000;81110590;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81130000;81130520;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81150000;81150500;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81170000;81170710;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81200000;81220420;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230010;81230060;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230070;81230160;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230170;81230180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230190;81230200;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230210;81230230;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230240;81230240;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230250;81230260;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230270;81230280;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230290;81230300;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230310;81230560;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81230570;81230570;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81240000;81240000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81240010;81240030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81240040;81260020;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81260030;81260030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81260040;81260530;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81260900;81270000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81270010;81270999;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81280000;81280999;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81290030;81290300;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81305000;81315899;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81315900;81315900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81320000;81330700;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81350000;81450999;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81460000;81490900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81495000;81495000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81510000;81510680;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81520000;81520220;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81520230;81520640;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81530000;81540650;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81550000;81590900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81610000;81610970;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81630000;81630330;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81650000;81650500;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81670000;81670900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81690100;81690100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81690200;81690200;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81690300;81690300;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81690400;81690400;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81690500;81690500;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81710000;81710360;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81710370;81710370;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81710380;81720180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81720190;81720240;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81720250;81720280;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81720290;81720380;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81720390;81720490;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81730000;81730900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81750000;81750900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81770000;81770900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81810000;81810620;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81820000;81820220;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81820230;81820390;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81820400;81825360;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81830000;81830180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81830190;81830670;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81830680;81830680;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81830690;81860900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81870000;81880900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81900000;81925900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81930000;81930900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81935000;81935900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;81940000;81940900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82010000;82015900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82020000;82030900;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82100000;82120620;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82130000;82130280;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82130290;82130800;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82130810;82130810;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82200000;82200550;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82200560;82200570;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210000;82210030;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210040;82210040;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210050;82210180;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210190;82210190;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210200;82210230;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210240;82210240;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210250;82210290;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210300;82210300;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210310;82210310;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210320;82210380;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82210390;82220000;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220010;82220110;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220120;82220120;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220130;82220340;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220350;82220420;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220426;82220426;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220430;82220450;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220460;82220460;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220470;82220475;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220480;82220480;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220490;82220570;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220580;82220590;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82220600;82220680;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82300000;82305090;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82305100;82305100;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82305101;82320160;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82320170;82320370;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82320380;82320510;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82320520;82320580;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82320590;82320710;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82400000;82410740;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82510000;82510190;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82510200;82510200;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82510210;82510290;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82510300;82510300;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82510310;82510330;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82510340;82510340;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82510350;82515410;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82520000;82530520;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82540000;82560580;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82590100;82590400;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82600000;82620430;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82630000;82640730;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82650000;82650320;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82650330;82650350;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82650360;82650420;3;8,41
Dialogo Standard;S;PR;CURITIBA;Capital;82650430;82650430;3;8,41
