Transportadora;Método de Envio;UF;Cidade;CEP Inicial;CEP Final;Tarifa;Prazo de Entrega
GolLog;GolLog DOC;NA;NA;49000000;49099999;DOC;2
GolLog;GolLog DOC;NA;NA;75000000;75149999;DOC;3
GolLog;GolLog DOC;NA;NA;75152000;75152999;DOC;3
GolLog;GolLog DOC;NA;NA;75157000;75157999;DOC;4
GolLog;GolLog DOC;NA;NA;75170000;75170999;DOC;3
GolLog;GolLog DOC;NA;NA;75545000;75545999;DOC;4
GolLog;GolLog DOC;NA;NA;76800000;76833999;DOC;4
GolLog;GolLog DOC;NA;NA;17000000;17109999;DOC;3
GolLog;GolLog DOC;NA;NA;66000000;66845999;DOC;2
GolLog;GolLog DOC;NA;NA;66847000;66899999;DOC;2
GolLog;GolLog DOC;NA;NA;95185000;95185999;DOC;3
GolLog;GolLog DOC;NA;NA;95700000;95714999;DOC;3
GolLog;GolLog DOC;NA;NA;95718000;95718999;DOC;3
GolLog;GolLog DOC;NA;NA;95720000;95720999;DOC;3
GolLog;GolLog DOC;NA;NA;89000000;89074999;DOC;3
GolLog;GolLog DOC;NA;NA;89076000;89079999;DOC;3
GolLog;GolLog DOC;NA;NA;45819000;45819999;DOC;2
GolLog;GolLog DOC;NA;NA;70000000;70999999;DOC;2
GolLog;GolLog DOC;NA;NA;71500000;71569999;DOC;3
GolLog;GolLog DOC;NA;NA;71600000;71689999;DOC;2
GolLog;GolLog DOC;NA;NA;71700000;71799999;DOC;2
GolLog;GolLog DOC;NA;NA;69300000;69339999;DOC;3
GolLog;GolLog DOC;NA;NA;55000000;55099999;DOC;3
GolLog;GolLog DOC;NA;NA;55600000;55619999;DOC;7
GolLog;GolLog DOC;NA;NA;55640000;55649999;DOC;6
GolLog;GolLog DOC;NA;NA;88800000;88819999;DOC;3
GolLog;GolLog DOC;NA;NA;78000000;78099999;DOC;2
GolLog;GolLog DOC;NA;NA;78110000;78161999;DOC;3
GolLog;GolLog DOC;NA;NA;79000000;79124999;DOC;2
GolLog;GolLog DOC;NA;NA;68515000;68515999;DOC;3
GolLog;GolLog DOC;NA;NA;68516000;68516999;DOC;3
GolLog;GolLog DOC;NA;NA;58117000;58117999;DOC;3
GolLog;GolLog DOC;NA;NA;58400000;58439999;DOC;2
GolLog;GolLog DOC;NA;NA;80000000;82999999;DOC;2
GolLog;GolLog DOC;NA;NA;83000000;83149999;DOC;2
GolLog;GolLog DOC;NA;NA;83420000;83420999;DOC;4
GolLog;GolLog DOC;NA;NA;95000000;95123999;DOC;2
GolLog;GolLog DOC;NA;NA;69980000;69980999;DOC;3
GolLog;GolLog DOC;NA;NA;14400000;14400999;DOC;3
GolLog;GolLog DOC;NA;NA;88000000;88066999;DOC;2
GolLog;GolLog DOC;NA;NA;88068000;88090999;DOC;2
GolLog;GolLog DOC;NA;NA;88095000;88095999;DOC;2
GolLog;GolLog DOC;NA;NA;88099000;88099999;DOC;2
GolLog;GolLog DOC;NA;NA;60000000;61599999;DOC;2
GolLog;GolLog DOC;NA;NA;16400000;16419999;DOC;5
GolLog;GolLog DOC;NA;NA;17400000;17400999;DOC;3
GolLog;GolLog DOC;NA;NA;17410000;17410999;DOC;5
GolLog;GolLog DOC;NA;NA;17420000;17420999;DOC;5
GolLog;GolLog DOC;NA;NA;17430000;17430999;DOC;5
GolLog;GolLog DOC;NA;NA;17440000;17440999;DOC;5
GolLog;GolLog DOC;NA;NA;17450000;17450999;DOC;5
GolLog;GolLog DOC;NA;NA;17455000;17455999;DOC;5
GolLog;GolLog DOC;NA;NA;17470000;17470999;DOC;5
GolLog;GolLog DOC;NA;NA;17475000;17475999;DOC;5
GolLog;GolLog DOC;NA;NA;17540000;17540999;DOC;5
GolLog;GolLog DOC;NA;NA;17600000;17626999;DOC;5
GolLog;GolLog DOC;NA;NA;17650000;17650999;DOC;5
GolLog;GolLog DOC;NA;NA;17670000;17670999;DOC;5
GolLog;GolLog DOC;NA;NA;17690000;17690999;DOC;5
GolLog;GolLog DOC;NA;NA;19800000;19819999;DOC;5
GolLog;GolLog DOC;NA;NA;19830000;19830999;DOC;5
GolLog;GolLog DOC;NA;NA;19900000;19919999;DOC;5
GolLog;GolLog DOC;NA;NA;19960000;19960999;DOC;6
GolLog;GolLog DOC;NA;NA;74000000;74894999;DOC;2
GolLog;GolLog DOC;NA;NA;85850000;85871999;DOC;2
GolLog;GolLog DOC;NA;NA;45650000;45659999;DOC;2
GolLog;GolLog DOC;NA;NA;36000000;36099999;DOC;3
GolLog;GolLog DOC;NA;NA;63000000;63079999;DOC;2
GolLog;GolLog DOC;NA;NA;63100000;63134999;DOC;4
GolLog;GolLog DOC;NA;NA;63180000;63180999;DOC;4
GolLog;GolLog DOC;NA;NA;63200000;63200999;DOC;5
GolLog;GolLog DOC;NA;NA;62595000;62595999;DOC;2
GolLog;GolLog DOC;NA;NA;89200000;89239999;DOC;2
GolLog;GolLog DOC;NA;NA;58000000;58099999;DOC;2
GolLog;GolLog DOC;NA;NA;58305000;58309999;DOC;2
GolLog;GolLog DOC;NA;NA;86000000;86099999;DOC;2
GolLog;GolLog DOC;NA;NA;37640000;37640999;DOC;3
GolLog;GolLog DOC;NA;NA;68500000;68513999;DOC;3
GolLog;GolLog DOC;NA;NA;69000000;69099999;DOC;2
GolLog;GolLog DOC;NA;NA;68900000;68909999;DOC;3
GolLog;GolLog DOC;NA;NA;57000000;57099999;DOC;2
GolLog;GolLog DOC;NA;NA;87000000;87099999;DOC;2
GolLog;GolLog DOC;NA;NA;17500000;17529999;DOC;3
GolLog;GolLog DOC;NA;NA;17533000;17533999;DOC;3
GolLog;GolLog DOC;NA;NA;17539000;17539999;DOC;4
GolLog;GolLog DOC;NA;NA;17560000;17560999;DOC;3
GolLog;GolLog DOC;NA;NA;17580000;17580999;DOC;4
GolLog;GolLog DOC;NA;NA;39400000;39409999;DOC;2
GolLog;GolLog DOC;NA;NA;59000000;59149999;DOC;2
GolLog;GolLog DOC;NA;NA;59150000;59158999;DOC;2
GolLog;GolLog DOC;NA;NA;59161000;59161999;DOC;2
GolLog;GolLog DOC;NA;NA;59164000;59164999;DOC;4
GolLog;GolLog DOC;NA;NA;59290000;59290999;DOC;2
GolLog;GolLog DOC;NA;NA;88220000;88220999;DOC;5
GolLog;GolLog DOC;NA;NA;88300000;88319999;DOC;3
GolLog;GolLog DOC;NA;NA;88330000;88339999;DOC;5
GolLog;GolLog DOC;NA;NA;88340000;88340999;DOC;5
GolLog;GolLog DOC;NA;NA;88370000;88379999;DOC;2
GolLog;GolLog DOC;NA;NA;88380000;88380999;DOC;3
GolLog;GolLog DOC;NA;NA;88385000;88385999;DOC;3
GolLog;GolLog DOC;NA;NA;89250000;89269999;DOC;5
GolLog;GolLog DOC;NA;NA;89270000;89270999;DOC;5
GolLog;GolLog DOC;NA;NA;38280000;38280999;DOC;10
GolLog;GolLog DOC;NA;NA;30000000;31999999;DOC;3
GolLog;GolLog DOC;NA;NA;33200000;33200999;DOC;6
GolLog;GolLog DOC;NA;NA;33500000;33500999;DOC;3
GolLog;GolLog DOC;NA;NA;77000000;77061999;DOC;2
GolLog;GolLog DOC;NA;NA;77063000;77063999;DOC;2
GolLog;GolLog DOC;NA;NA;77065000;77079999;DOC;2
GolLog;GolLog DOC;NA;NA;77081000;77249999;DOC;2
GolLog;GolLog DOC;NA;NA;56300000;56334999;DOC;3
GolLog;GolLog DOC;NA;NA;90000000;90089999;DOC;2
GolLog;GolLog DOC;NA;NA;90091000;90829999;DOC;2
GolLog;GolLog DOC;NA;NA;91251000;91259999;DOC;3
GolLog;GolLog DOC;NA;NA;91271000;91279999;DOC;2
GolLog;GolLog DOC;NA;NA;91571000;91711999;DOC;3
GolLog;GolLog DOC;NA;NA;91713000;91779999;DOC;2
GolLog;GolLog DOC;NA;NA;91797000;91920999;DOC;3
GolLog;GolLog DOC;NA;NA;91921000;91999999;DOC;3
GolLog;GolLog DOC;NA;NA;91241000;91249999;DOC;2
GolLog;GolLog DOC;NA;NA;91261000;91269999;DOC;3
GolLog;GolLog DOC;NA;NA;91281000;91419999;DOC;2
GolLog;GolLog DOC;NA;NA;91421000;91429999;DOC;2
GolLog;GolLog DOC;NA;NA;91431000;91539999;DOC;2
GolLog;GolLog DOC;NA;NA;90831000;91239999;DOC;2
GolLog;GolLog DOC;NA;NA;19000000;19014999;DOC;2
GolLog;GolLog DOC;NA;NA;19015000;19015999;DOC;2
GolLog;GolLog DOC;NA;NA;19016000;19109999;DOC;2
GolLog;GolLog DOC;NA;NA;20272000;20395999;DOC;3
GolLog;GolLog DOC;NA;NA;20398000;20749999;DOC;3
GolLog;GolLog DOC;NA;NA;20751000;20760999;DOC;3
GolLog;GolLog DOC;NA;NA;20762000;20784999;DOC;3
GolLog;GolLog DOC;NA;NA;20786000;20960999;DOC;3
GolLog;GolLog DOC;NA;NA;20962000;20969999;DOC;3
GolLog;GolLog DOC;NA;NA;20971000;20971999;DOC;3
GolLog;GolLog DOC;NA;NA;20974000;20974999;DOC;3
GolLog;GolLog DOC;NA;NA;20976000;21009999;DOC;3
GolLog;GolLog DOC;NA;NA;21013000;21041999;DOC;3
GolLog;GolLog DOC;NA;NA;21043000;21043999;DOC;3
GolLog;GolLog DOC;NA;NA;21045000;21045999;DOC;3
GolLog;GolLog DOC;NA;NA;21047000;21214999;DOC;3
GolLog;GolLog DOC;NA;NA;21216000;21219999;DOC;3
GolLog;GolLog DOC;NA;NA;21221000;21229999;DOC;3
GolLog;GolLog DOC;NA;NA;21231000;21239999;DOC;3
GolLog;GolLog DOC;NA;NA;21242000;21249999;DOC;3
GolLog;GolLog DOC;NA;NA;21251000;21369999;DOC;3
GolLog;GolLog DOC;NA;NA;21371000;21380999;DOC;3
GolLog;GolLog DOC;NA;NA;21382000;21510999;DOC;3
GolLog;GolLog DOC;NA;NA;21513000;21514999;DOC;3
GolLog;GolLog DOC;NA;NA;21516000;21519999;DOC;3
GolLog;GolLog DOC;NA;NA;21522000;21531999;DOC;3
GolLog;GolLog DOC;NA;NA;21533000;21534999;DOC;3
GolLog;GolLog DOC;NA;NA;21536000;21554999;DOC;3
GolLog;GolLog DOC;NA;NA;21556000;21649999;DOC;3
GolLog;GolLog DOC;NA;NA;21651000;21654999;DOC;3
GolLog;GolLog DOC;NA;NA;21656000;21659999;DOC;3
GolLog;GolLog DOC;NA;NA;21661000;21664999;DOC;3
GolLog;GolLog DOC;NA;NA;21668000;21674999;DOC;3
GolLog;GolLog DOC;NA;NA;21676000;21714999;DOC;3
GolLog;GolLog DOC;NA;NA;21716000;21719999;DOC;3
GolLog;GolLog DOC;NA;NA;21722000;21724999;DOC;3
GolLog;GolLog DOC;NA;NA;21726000;21774999;DOC;3
GolLog;GolLog DOC;NA;NA;21776000;21809999;DOC;3
GolLog;GolLog DOC;NA;NA;21871000;21874999;DOC;3
GolLog;GolLog DOC;NA;NA;21876000;21999999;DOC;3
GolLog;GolLog DOC;NA;NA;22082000;22209999;DOC;3
GolLog;GolLog DOC;NA;NA;22611000;22762999;DOC;3
GolLog;GolLog DOC;NA;NA;22774000;22795999;DOC;3
GolLog;GolLog DOC;NA;NA;22796000;22999999;DOC;3
GolLog;GolLog DOC;NA;NA;65000000;65039999;DOC;3
GolLog;GolLog DOC;NA;NA;65045000;65084999;DOC;3
GolLog;GolLog DOC;NA;NA;65086000;65099999;DOC;3
GolLog;GolLog DOC;NA;NA;65130000;65130999;DOC;7
GolLog;GolLog DOC;NA;NA;12940000;12952999;DOC;3
GolLog;GolLog DOC;NA;NA;18270000;18270999;DOC;3
GolLog;GolLog DOC;NA;NA;18520000;18520999;DOC;3
GolLog;GolLog DOC;NA;NA;18550000;18550999;DOC;3
GolLog;GolLog DOC;NA;NA;18560000;18560999;DOC;3
GolLog;GolLog DOC;NA;NA;6000000;6299999;DOC;3
GolLog;GolLog DOC;NA;NA;6300000;6399999;DOC;4
GolLog;GolLog DOC;NA;NA;6400000;6499999;DOC;3
GolLog;GolLog DOC;NA;NA;6500000;6549999;DOC;4
GolLog;GolLog DOC;NA;NA;6600000;6649999;DOC;3
GolLog;GolLog DOC;NA;NA;6650000;6699999;DOC;4
GolLog;GolLog DOC;NA;NA;9500000;9599999;DOC;3
GolLog;GolLog DOC;NA;NA;9600000;9764999;DOC;4
GolLog;GolLog DOC;NA;NA;9897000;9899999;DOC;4
GolLog;GolLog DOC;NA;NA;9900000;9949999;DOC;4
GolLog;GolLog DOC;NA;NA;9951000;9999999;DOC;3
GolLog;GolLog DOC;NA;NA;13200000;13219999;DOC;3
GolLog;GolLog DOC;NA;NA;13220000;13229999;DOC;4
GolLog;GolLog DOC;NA;NA;93000000;93034999;DOC;4
GolLog;GolLog DOC;NA;NA;93036000;93179999;DOC;4
GolLog;GolLog DOC;NA;NA;93300000;93599999;DOC;3
GolLog;GolLog DOC;NA;NA;13480000;13489999;DOC;3
GolLog;GolLog DOC;NA;NA;8700000;8889999;DOC;3
GolLog;GolLog DOC;NA;NA;6700000;6724999;DOC;3
GolLog;GolLog DOC;NA;NA;35573000;35573999;DOC;5
GolLog;GolLog DOC;NA;NA;37500000;37506999;DOC;6
GolLog;GolLog DOC;NA;NA;37540000;37540999;DOC;3
GolLog;GolLog DOC;NA;NA;37550000;37550999;DOC;5
GolLog;GolLog DOC;NA;NA;9000000;9140999;DOC;3
GolLog;GolLog DOC;NA;NA;9200000;9240999;DOC;3
GolLog;GolLog DOC;NA;NA;12000000;12119999;DOC;3
GolLog;GolLog DOC;NA;NA;12120000;12120999;DOC;3
GolLog;GolLog DOC;NA;NA;13270000;13279999;DOC;3
GolLog;GolLog DOC;NA;NA;14000000;14109999;DOC;3
GolLog;GolLog DOC;NA;NA;69900000;69920999;DOC;3
GolLog;GolLog DOC;NA;NA;50000000;51715999;DOC;2
GolLog;GolLog DOC;NA;NA;52000000;52999999;DOC;2
GolLog;GolLog DOC;NA;NA;54000000;54499999;DOC;2
GolLog;GolLog DOC;NA;NA;54590000;54590999;DOC;3
GolLog;GolLog DOC;NA;NA;54750000;54799999;DOC;3
GolLog;GolLog DOC;NA;NA;20000000;20271999;DOC;2
GolLog;GolLog DOC;NA;NA;22000000;22081999;DOC;2
GolLog;GolLog DOC;NA;NA;22210000;22240999;DOC;2
GolLog;GolLog DOC;NA;NA;22241000;22440999;DOC;2
GolLog;GolLog DOC;NA;NA;22441000;22459999;DOC;2
GolLog;GolLog DOC;NA;NA;22460000;22471999;DOC;2
GolLog;GolLog DOC;NA;NA;22472000;22610999;DOC;2
GolLog;GolLog DOC;NA;NA;12200000;12248999;DOC;3
GolLog;GolLog DOC;NA;NA;15000000;15099999;DOC;3
GolLog;GolLog DOC;NA;NA;15102000;15102999;DOC;7
GolLog;GolLog DOC;NA;NA;15104000;15104999;DOC;7
GolLog;GolLog DOC;NA;NA;15130000;15130999;DOC;7
GolLog;GolLog DOC;NA;NA;15155000;15155999;DOC;7
GolLog;GolLog DOC;NA;NA;15200000;15200999;DOC;7
GolLog;GolLog DOC;NA;NA;15290000;15290999;DOC;7
GolLog;GolLog DOC;NA;NA;15895000;15895999;DOC;7
GolLog;GolLog DOC;NA;NA;16000000;16129999;DOC;7
GolLog;GolLog DOC;NA;NA;16200000;16209999;DOC;7
GolLog;GolLog DOC;NA;NA;16300000;16300999;DOC;7
GolLog;GolLog DOC;NA;NA;13300000;13311999;DOC;7
GolLog;GolLog DOC;NA;NA;13313000;13314999;DOC;7
GolLog;GolLog DOC;NA;NA;13320000;13329999;DOC;7
GolLog;GolLog DOC;NA;NA;13330000;13349999;DOC;7
GolLog;GolLog DOC;NA;NA;18000000;18109999;DOC;3
GolLog;GolLog DOC;NA;NA;18110000;18119999;DOC;3
GolLog;GolLog DOC;NA;NA;3014000;3015999;DOC;3
GolLog;GolLog DOC;NA;NA;3019000;3022999;DOC;3
GolLog;GolLog DOC;NA;NA;3040000;3499999;DOC;3
GolLog;GolLog DOC;NA;NA;3500000;3889999;DOC;7
GolLog;GolLog DOC;NA;NA;3900000;3920999;DOC;7
GolLog;GolLog DOC;NA;NA;3930000;3939999;DOC;7
GolLog;GolLog DOC;NA;NA;3950000;3969999;DOC;7
GolLog;GolLog DOC;NA;NA;8010000;8010999;DOC;7
GolLog;GolLog DOC;NA;NA;8013000;8070999;DOC;7
GolLog;GolLog DOC;NA;NA;8073000;8099999;DOC;7
GolLog;GolLog DOC;NA;NA;8200000;8290999;DOC;7
GolLog;GolLog DOC;NA;NA;2118000;2118999;DOC;3
GolLog;GolLog DOC;NA;NA;5001000;5099999;DOC;3
GolLog;GolLog DOC;NA;NA;5301000;5472999;DOC;3
GolLog;GolLog DOC;NA;NA;40000000;40222999;DOC;2
GolLog;GolLog DOC;NA;NA;40224000;40353999;DOC;2
