CEP
11025032
1425011
2451000
18090602
12010190
6190160
11320350
9890060
16850000
14406010
4002001
13082793
7600000
18240000
1403010
8395100
17400000
14150000
1408001
13087560
2035010
3372030
5791220
2808060
18055170
5020000
12600110
5019000
14040220
13735102
4617015
1238010
4037004
4038001
4011061
5013000
5013000
13504620
13504620
5409000
1303060
9260290
2334000
5821030
4530000
13091140
4709110
4087031
12325130
9121370
12630000
18607833
16303062
9951070
12230075
13222151
18048040
18048040
8320230
15910000
16074285
3546010
9050460
13334160
3732140
9210190
9061070
14020523
4538000
2873370
1255000
1153010
13221470
7041220
11055150
4520014
1525000
13350000
17018901
1254000
16052020
1135020
4508011
4508011
13560049
11045002
9840240
5409011
3308060
17604190
14801360
13505023
6083000
5018001
4634011
9655000
5022001
4184000
4606003
13912102
2308050
1201040
4560010
8151602
4316025
5421001
13212010
1258010
13990000
13990000
14305194
18095480
5616011
18170000
13015082
5802140
6160180
13179180
14680000
4116080
1436100
4516010
7153480
8253640
2020050
4649030
13098035
14940000
12240540
9560570
13840050
5303000
13064743
2406010
2998070
18270001
18270001
8421200
4571011
5054130
4559000
13085475
3557000
13478380
13604170
8141530
11630000
5014002
12247500
13209355
5413001
1414002
16880000
15025095
14786027
4774035
18205070
2225001
6120030
1257050
9260630
3069040
3069040
13107112
17013720
13453139
1216001
6708645
19807180
7197040
4563011
3615030
5143320
5445001
13183080
5467020
13606730
9720170
4520013
4520000
1307014
13482173
4530090
11015504
13466280
1316001
1134050
1311100
9040160
6260174
13835000
18530000
8598000
12120000
17022156
5311010
6070040
4119061
18277723
9330500
9811370
13085260
2078001
14015000
7810550
9725460
4129060
4524000
8900000
4023000
8564140
13145652
18602669
8122300
8538210
15910000
15800450
15400000
13454395
5017000
1537001
4858500
3874000
1405100
3874000
14940000
13272350
13426012
16050260
18225000
5307000
13915001
2263000
6654630
6780235
1333030
13085200
5414025
14055220
13100473
17360000
1317001
3314000
14270000
8735600
13467624
5024030
5569060
5625060
1525000
5409010
3370055
7062060
12230600
2043060
3508000
15810035
14025530
14096260
11410191
12229000
8111310
19030470
19470000
5705170
5705170
5409003
9271400
3265070
19025000
3357010
12242000
4244000
13070170
13097173
17350000
5846410
9931420
18970000
13324454
9725550
5815070
9951225
4917120
13045603
5048000
2250010
3821255
7704160
5549330
1153000
4617007
13874673
3166001
6474260
13486437
13209355
12630000
12630000
11320030
8441117
19700000
8441117
6730000
1526010
5447020
12943280
12943320
4119000
19400000
4020060
13012910
14406209
1422000
14780300
8246031
15501362
5025011
4619000
13349490
18045350
4404160
9890050
3375110
5138120
16025030
4110060
15091290
13251500
15603502
4509000
4509000
4063000
11740000
3515030
4940010
5819000
9210050
7121273
13385088
11025100
2375110
9812450
19901530
15310000
12600270
18550000
3337000
5207090
3589000
4213030
13426012
15015600
13565251
4536000
5046001
15800660
14820000
16015453
7135167
15115000
13315000
13418200
14022049
9071310
4038000
4514001
5846410
8021400
19250000
14091018
7022000
5013000
13045410
13890000
1417020
1224011
1224011
13570003
18900000
1303060
5008001
14807072
1415000
9781350
13575713
3152130
9250470
2202010
13484500
14010190
4272000
9620050
18720000
11442670
13056633
6220050
13178653
1045911
14051150
15025600
11250000
13087610
5322000
4240000
1448020
9406160
13480171
5754070
2842260
4117040
5453020
4256177
15110000
15110000
13484683
9581660
4206000
13033490
11350380
18605735
11628115
7700715
1528020
13566514
6757240
1448030
4608002
14403720
6542089
5413020
4144060
4185000
13206550
12223710
3801000
8615040
2258280
13486038
1226001
12630000
4104020
9618100
13845180
9710215
2222011
8230455
5583070
18053384
5044040
13178213
5624001
2077020
12916300
1032010
4820000
4753120
1154001
4104080
4366001
17600270
13418110
11310080
6763015
3446080
8780090
1504001
13150000
4737000
12246001
13560530
6401000
19280000
3088010
8344070
13160000
18210730
7215200
1404001
13561270
6852070
5835004
1329000
4107001
5026001
7865215
13564010
13560160
1232010
1304001
13087460
17013036
14161125
19066320
6401170
6401170
18020216
4517001
9070360
1455000
2072000
11495020
7417465
2610024
12246021
12400620
4618030
8161240
4292000
13340350
1229001
19050420
5544000
5782440
6871090
5432000
7171430
13283660
9861571
13468150
7131100
8970000
9530250
6362070
3080050
15013070
2201000
5101050
13575610
17030010
13847150
9771001
11630000
5418001
17065203
2206001
11704190
7120030
7030120
14051180
8020000
1229001
12570000
12460000
5015000
11030270
14020680
13104186
13104186
19064330
13876009
1543000
13876009
3572400
6160180
13091513
13345424
8730510
8011280
17040037
5303000
13046120
3563110
14808464
5083030
5405050
5405050
13345300
8191280
15130047
13308182
4020041
4530050
6541035
6541035
13660000
6150142
3652000
8246066
1030000
13481164
15993724
5845240
15150000
4729030
12328320
2652110
15085890
1258010
17350000
3144080
13474611
2278020
13190000
9720035
9620050
5660005
4710010
13337000
7032000
8551000
14600000
13085632
7193050
17051420
13412247
11440160
13610210
14801405
8773380
9070580
6709310
5011000
13478779
1448000
12703000
3510020
7130400
9780470
11030401
9181000
3040000
5412002
13604170
13033680
4119061
11630000
17014050
13145032
13201039
9551200
13076540
12513280
6342150
6149270
8730270
13069434
12904080
15200000
13425380
5011040
18150000
7718055
12604190
13160000
18090520
18900000
17350000
7703020
13087500
9520100
15350000
16010380
11045400
15092490
13201001
15775000
5506030
5083010
18116709
11370030
4115010
1405100
1309000
9861160
9861160
6713100
7145250
2523060
2523060
5406150
6351410
5024000
14680000
12228370
7124000
13208761
13568825
1451000
6414000
5414020
5449010
18078398
11030381
1420000
13050570
13971023
3260000
13560290
4618020
6345230
5687001
2334000
18602130
4151000
17052060
4739060
11611127
19970000
1238000
2972040
13240000
6454080
11060001
5443001
7011060
13336064
13336064
19570000
5724005
1308000
13214760
5713570
16012090
13184010
14810092
13304311
14021582
13880000
2615040
13184010
13342263
13342263
12943500
9160200
11370420
11370420
13214564
4805210
15855000
13338490
13876747
6180080
15910000
5632020
4297000
1409001
12233150
9541250
16402163
1509000
9624000
4311000
3575070
1446000
1230001
1423010
13098301
2315000
14050230
13845414
15091320
4854230
9015200
5433001
5784120
11667390
13040066
9770340
11045550
9541300
11360000
6882390
2715000
13630140
13097105
6620300
9040001
4272300
5120060
13092342
11045550
5016081
16203054
9041300
3275170
11250000
4776002
15085480
9090780
12010190
5882360
4938110
6660140
14887106
6715725
5404010
12912620
13020370
4269000
4704000
3282001
11250000
5422050
14400350
12425110
15763000
14020688
8141550
11035300
14020688
12505010
7020091
8072217
11451100
16880000
9655000
13201005
13590000
12942530
3650010
4003906
8180430
4180020
5616011
13315000
17013590
15015100
8011320
4167031
16200050
16800000
3874000
3407050
15505189
13256540
13272300
2068030
9780595
13479763
1153000
14875212
1309020
12286900
12243081
3312052
11665240
13253420
3982190
9710120
3279250
13212100
3260000
