Transportadora;regiao;UF;Cidade;preca;Cep inicial;Cep final;Prazo;Custo
jadlog rodoviario;N;AC;ACRELANDIA;Interior;69945000;69949999;23;62,18
jadlog rodoviario;N;AC;ASSIS BRASIL;Interior;69935000;69939999;21;62,18
jadlog rodoviario;N;AC;BRASILEIA;Interior;69932000;69933999;19;62,18
jadlog rodoviario;N;AC;BUJARI;Interior;69926000;69926999;21;62,18
jadlog rodoviario;N;AC;CAPIXABA;Interior;69931000;69931999;19;62,18
jadlog rodoviario;N;AC;CRUZEIRO DO SUL;Interior;69980000;69981999;25;62,18
jadlog rodoviario;N;AC;EPITACIOLANDIA;Interior;69934000;69934999;23;62,18
jadlog rodoviario;N;AC;FEIJO;Interior;69960000;69969999;25;62,18
jadlog rodoviario;N;AC;JORDAO;Interior;69975000;69979999;21;62,18
jadlog rodoviario;N;AC;MANCIO LIMA;Interior;69990000;69999999;21;62,18
jadlog rodoviario;N;AC;MANOEL URBANO;Interior;69950000;69954999;21;62,18
jadlog rodoviario;N;AC;MARECHAL THAUMATURGO;Interior;69983000;69984999;21;62,18
jadlog rodoviario;N;AC;PLACIDO DE CASTRO;Interior;69928000;69929999;19;62,18
jadlog rodoviario;N;AC;PORTO ACRE;Interior;69927000;69927999;21;62,18
jadlog rodoviario;N;AC;PORTO WALTER;Interior;69982000;69982999;21;62,18
jadlog rodoviario;N;AC;RIO BRANCO;Capital;69900001;69924999;15;14,31
jadlog rodoviario;N;AC;RODRIGUES ALVES;Interior;69985000;69989999;21;62,18
jadlog rodoviario;N;AC;SANTA ROSA DO PURUS;Interior;69955000;69959999;21;62,18
jadlog rodoviario;N;AC;SENA MADUREIRA;Interior;69940000;69944999;19;62,18
jadlog rodoviario;N;AC;SENADOR GUIOMARD;Interior;69925000;69925999;19;62,18
jadlog rodoviario;N;AC;TARAUACA;Interior;69970000;69974999;21;62,18
jadlog rodoviario;N;AC;XAPURI;Interior;69930000;69930999;21;62,18
jadlog rodoviario;NE;AL;AGUA BRANCA;Interior;57490000;57499999;10;43,67
jadlog rodoviario;NE;AL;ANADIA;Interior;57660000;57669999;10;43,67
jadlog rodoviario;NE;AL;ARAPIRACA;Capital;57300001;57319999;9;13,47
jadlog rodoviario;NE;AL;ATALAIA;Interior;57690000;57699999;10;43,67
jadlog rodoviario;NE;AL;BARRA DE SANTO ANTONIO;Interior;57925000;57929999;10;43,67
jadlog rodoviario;NE;AL;BARRA DE SAO MIGUEL;Interior;57180000;57199999;10;43,67
jadlog rodoviario;NE;AL;BATALHA;Interior;57420000;57424999;10;43,67
jadlog rodoviario;NE;AL;BELEM;Interior;57630000;57634999;10;43,67
jadlog rodoviario;NE;AL;BELO MONTE;Interior;57435000;57439999;10;43,67
jadlog rodoviario;NE;AL;BOCA DA MATA;Interior;57680000;57689999;10;43,67
jadlog rodoviario;NE;AL;BRANQUINHA;Interior;57830000;57839999;10;43,67
jadlog rodoviario;NE;AL;CACIMBINHAS;Interior;57570000;57579999;10;43,67
jadlog rodoviario;NE;AL;CAJUEIRO;Interior;57770000;57779999;10;43,67
jadlog rodoviario;NE;AL;CAMPESTRE;Interior;57968000;57969999;13;43,67
jadlog rodoviario;NE;AL;CAMPO ALEGRE;Interior;57250000;57259999;10;43,67
jadlog rodoviario;NE;AL;CAMPO GRANDE;Interior;57350000;57359999;10;43,67
jadlog rodoviario;NE;AL;CANAPI;Interior;57530000;57534999;10;43,67
jadlog rodoviario;NE;AL;CAPELA;Interior;57780000;57799999;10;43,67
jadlog rodoviario;NE;AL;CARNEIROS;Interior;57535000;57539999;10;43,67
jadlog rodoviario;NE;AL;CHA PRETA;Interior;57760000;57769999;10;43,67
jadlog rodoviario;NE;AL;COITE DO NOIA;Interior;57325000;57329999;10;43,67
jadlog rodoviario;NE;AL;COLONIA LEOPOLDINA;Interior;57975000;57979999;13;43,67
jadlog rodoviario;NE;AL;COQUEIRO SECO;Interior;57140000;57149999;10;43,67
jadlog rodoviario;NE;AL;CORURIPE;Interior;57230000;57239999;10;43,67
jadlog rodoviario;NE;AL;CRAIBAS;Interior;57320000;57324999;10;43,67
jadlog rodoviario;NE;AL;DELMIRO GOUVEIA;Interior;57480000;57489999;10;43,67
jadlog rodoviario;NE;AL;DOIS RIACHOS;Interior;57560000;57569999;10;43,67
jadlog rodoviario;NE;AL;ESTRELA DE ALAGOAS;Interior;57625000;57629999;10;43,67
jadlog rodoviario;NE;AL;FEIRA GRANDE;Interior;57340000;57349999;10;43,67
jadlog rodoviario;NE;AL;FELIZ DESERTO;Interior;57220000;57229999;10;43,67
jadlog rodoviario;NE;AL;FLEXEIRAS;Interior;57995000;57999999;12;43,67
jadlog rodoviario;NE;AL;GIRAU DO PONCIANO;Interior;57360000;57369999;10;43,67
jadlog rodoviario;NE;AL;IBATEGUARA;Interior;57890000;57899999;13;43,67
jadlog rodoviario;NE;AL;IGACI;Interior;57620000;57624999;10;43,67
jadlog rodoviario;NE;AL;IGREJA NOVA;Interior;57280000;57289999;10;43,67
jadlog rodoviario;NE;AL;INHAPI;Interior;57545000;57549999;10;43,67
jadlog rodoviario;NE;AL;JACARE DOS HOMENS;Interior;57430000;57434999;10;43,67
jadlog rodoviario;NE;AL;JACUIPE;Interior;57960000;57964999;13;43,67
jadlog rodoviario;NE;AL;JAPARATINGA;Interior;57950000;57954999;12;43,67
jadlog rodoviario;NE;AL;JARAMATAIA;Interior;57425000;57429999;10;43,67
jadlog rodoviario;NE;AL;JEQUIA DA PRAIA;Interior;57244000;57245999;10;43,67
jadlog rodoviario;NE;AL;JOAQUIM GOMES;Interior;57980000;57989999;12;43,67
jadlog rodoviario;NE;AL;JUNDIA;Interior;57965000;57967999;13;43,67
jadlog rodoviario;NE;AL;JUNQUEIRO;Interior;57270000;57274999;10;43,67
jadlog rodoviario;NE;AL;LAGOA DA CANOA;Interior;57330000;57339999;10;43,67
jadlog rodoviario;NE;AL;LIMOEIRO DE ANADIA;Interior;57260000;57264999;10;43,67
jadlog rodoviario;NE;AL;MACEIO;Capital;57000001;57099999;8;13,47
jadlog rodoviario;NE;AL;MAJOR ISIDORO;Interior;57580000;57599999;10;43,67
jadlog rodoviario;NE;AL;MAR VERMELHO;Interior;57730000;57739999;11;43,67
jadlog rodoviario;NE;AL;MARAGOGI;Interior;57955000;57959999;12;43,67
jadlog rodoviario;NE;AL;MARAVILHA;Interior;57520000;57524999;10;43,67
jadlog rodoviario;NE;AL;MARECHAL DEODORO;Interior;57160000;57179999;10;43,67
jadlog rodoviario;NE;AL;MARIBONDO;Interior;57670000;57679999;10;43,67
jadlog rodoviario;NE;AL;MATA GRANDE;Interior;57540000;57544999;10;43,67
jadlog rodoviario;NE;AL;MATRIZ DE CAMARAGIBE;Interior;57910000;57919999;10;43,67
jadlog rodoviario;NE;AL;MESSIAS;Interior;57990000;57994999;10;43,67
jadlog rodoviario;NE;AL;MINADOR DO NEGRAO;Interior;57615000;57619999;10;43,67
jadlog rodoviario;NE;AL;MONTEIROPOLIS;Interior;57440000;57441999;10;43,67
jadlog rodoviario;NE;AL;MURICI;Interior;57820000;57829999;10;43,67
jadlog rodoviario;NE;AL;NOVO LINO;Interior;57970000;57974999;13;43,67
jadlog rodoviario;NE;AL;OLHO DAGUA DAS FLORES;Interior;57442000;57444999;10;43,67
jadlog rodoviario;NE;AL;OLHO DAGUA DO CASADO;Interior;57470000;57474999;10;43,67
jadlog rodoviario;NE;AL;OLHO DAGUA GRANDE;Interior;57390000;57399999;10;43,67
jadlog rodoviario;NE;AL;OLIVENCA;Interior;57550000;57559999;10;43,67
jadlog rodoviario;NE;AL;OURO BRANCO;Interior;57525000;57529999;10;43,67
jadlog rodoviario;NE;AL;PALESTINA;Interior;57410000;57419999;10;43,67
jadlog rodoviario;NE;AL;PALMEIRA DOS INDIOS;Interior;57600001;57614999;10;43,67
jadlog rodoviario;NE;AL;PAO DE ACUCAR;Interior;57400000;57409999;10;43,67
jadlog rodoviario;NE;AL;PARICONHA;Interior;57475000;57479999;10;43,67
jadlog rodoviario;NE;AL;PARIPUEIRA;Interior;57935000;57939999;10;43,67
jadlog rodoviario;NE;AL;PASSO DE CAMARAGIBE;Interior;57930000;57934999;10;43,67
jadlog rodoviario;NE;AL;PAULO JACINTO;Interior;57740000;57749999;12;43,67
jadlog rodoviario;NE;AL;PENEDO;Interior;57200000;57209999;10;43,67
jadlog rodoviario;NE;AL;PIACABUCU;Interior;57210000;57219999;11;43,67
jadlog rodoviario;NE;AL;PILAR;Interior;57150000;57159999;10;43,67
jadlog rodoviario;NE;AL;PINDOBA;Interior;57720000;57729999;10;43,67
jadlog rodoviario;NE;AL;PIRANHAS;Interior;57460000;57469999;10;43,67
jadlog rodoviario;NE;AL;POCO DAS TRINCHEIRAS;Interior;57510000;57514999;10;43,67
jadlog rodoviario;NE;AL;PORTO CALVO;Interior;57900000;57909999;10;43,67
jadlog rodoviario;NE;AL;PORTO DE PEDRAS;Interior;57945000;57949999;11;43,67
jadlog rodoviario;NE;AL;PORTO REAL DO COLEGIO;Interior;57290000;57299999;10;43,67
jadlog rodoviario;NE;AL;QUEBRANGULO;Interior;57750000;57759999;13;43,67
jadlog rodoviario;NE;AL;RIO LARGO;Interior;57100000;57119999;10;43,67
jadlog rodoviario;NE;AL;ROTEIRO;Interior;57246000;57249999;13;43,67
jadlog rodoviario;NE;AL;SANTA LUZIA DO NORTE;Interior;57130000;57139999;9;43,67
jadlog rodoviario;NE;AL;SANTANA DO IPANEMA;Interior;57500000;57509999;10;43,67
jadlog rodoviario;NE;AL;SANTANA DO MUNDAU;Interior;57840000;57859999;11;43,67
jadlog rodoviario;NE;AL;SAO BRAS;Interior;57380000;57389999;10;43,67
jadlog rodoviario;NE;AL;SAO JOSE DA LAJE;Interior;57860000;57889999;11;43,67
jadlog rodoviario;NE;AL;SAO JOSE DA TAPERA;Interior;57445000;57459999;10;43,67
jadlog rodoviario;NE;AL;SAO LUIS DO QUITUNDE;Interior;57920000;57924999;10;43,67
jadlog rodoviario;NE;AL;SAO MIGUEL DOS CAMPOS;Interior;57240000;57243999;10;43,67
jadlog rodoviario;NE;AL;SAO MIGUEL DOS MILAGRES;Interior;57940000;57944999;10;43,67
jadlog rodoviario;NE;AL;SAO SEBASTIAO;Interior;57275000;57279999;10;43,67
jadlog rodoviario;NE;AL;SATUBA;Interior;57120000;57129999;9;43,67
jadlog rodoviario;NE;AL;SENADOR RUI PALMEIRA;Interior;57515000;57519999;10;43,67
jadlog rodoviario;NE;AL;TANQUE DARCA;Interior;57635000;57639999;10;43,67
jadlog rodoviario;NE;AL;TAQUARANA;Interior;57640000;57659999;10;43,67
jadlog rodoviario;NE;AL;TEOTONIO VILELA;Interior;57265000;57269999;10;43,67
jadlog rodoviario;NE;AL;TRAIPU;Interior;57370000;57379999;10;43,67
jadlog rodoviario;NE;AL;UNIAO DOS PALMARES;Interior;57800000;57819999;11;43,67
jadlog rodoviario;NE;AL;VICOSA;Interior;57700000;57719999;11;43,67
jadlog rodoviario;N;AM;ALVARAES;Interior;69540000;69549999;31;71,71
jadlog rodoviario;N;AM;AMATURA;Interior;69620000;69629999;36;71,71
jadlog rodoviario;N;AM;ANAMA;Interior;69445000;69449999;30;71,71
jadlog rodoviario;N;AM;ANORI;Interior;69440000;69444999;31;71,71
jadlog rodoviario;N;AM;APUI;Interior;69265000;69279999;33;71,71
jadlog rodoviario;N;AM;ATALAIA DO NORTE;Interior;69650000;69659999;35;71,71
jadlog rodoviario;N;AM;AUTAZES;Interior;69240000;69249999;29;71,71
jadlog rodoviario;N;AM;BARCELOS;Interior;69700000;69729999;32;71,71
jadlog rodoviario;N;AM;BARREIRINHA;Interior;69160000;69179999;34;71,71
jadlog rodoviario;N;AM;BENJAMIN CONSTANT;Interior;69630000;69639999;30;71,71
jadlog rodoviario;N;AM;BERURI;Interior;69430000;69434999;30;71,71
jadlog rodoviario;N;AM;BOA VISTA DO RAMOS;Interior;69195000;69199999;27;71,71
jadlog rodoviario;N;AM;BOCA DO ACRE;Interior;69850000;69859999;23;71,71
jadlog rodoviario;N;AM;BORBA;Interior;69200000;69229999;30;71,71
jadlog rodoviario;N;AM;CAAPIRANGA;Interior;69425000;69429999;30;71,71
jadlog rodoviario;N;AM;CANUTAMA;Interior;69820000;69829999;35;71,71
jadlog rodoviario;N;AM;CARAUARI;Interior;69500000;69509999;34;71,71
jadlog rodoviario;N;AM;CAREIRO;Interior;69250000;69254999;28;71,71
jadlog rodoviario;N;AM;CAREIRO DA VARZEA;Interior;69255000;69259999;27;71,71
jadlog rodoviario;N;AM;COARI;Interior;69460000;69469999;28;71,71
jadlog rodoviario;N;AM;CODAJAS;Interior;69450000;69459999;30;71,71
jadlog rodoviario;N;AM;EIRUNEPE;Interior;69880000;69889999;34;71,71
jadlog rodoviario;N;AM;ENVIRA;Interior;69870000;69879999;35;71,71
jadlog rodoviario;N;AM;FONTE BOA;Interior;69670000;69679999;30;71,71
jadlog rodoviario;N;AM;GUAJARA;Interior;69895000;69899999;30;71,71
jadlog rodoviario;N;AM;HUMAITA;Interior;69800000;69819999;34;71,71
jadlog rodoviario;N;AM;IPIXUNA;Interior;69890000;69894999;32;71,71
jadlog rodoviario;N;AM;IRANDUBA;Interior;69415000;69424999;30;71,71
jadlog rodoviario;N;AM;ITACOATIARA;Capital;69100001;69109999;22;16,79
jadlog rodoviario;N;AM;ITAMARATI;Interior;69510000;69519999;35;71,71
jadlog rodoviario;N;AM;ITAPIRANGA;Interior;69120000;69129999;25;71,71
jadlog rodoviario;N;AM;JAPURA;Interior;69495000;69499999;35;71,71
jadlog rodoviario;N;AM;JURUA;Interior;69520000;69529999;33;71,71
jadlog rodoviario;N;AM;JUTAI;Interior;69660000;69669999;34;71,71
jadlog rodoviario;N;AM;LABREA;Interior;69830000;69849999;35;71,71
jadlog rodoviario;N;AM;MANACAPURU;Interior;69400001;69414999;30;71,71
jadlog rodoviario;N;AM;MANAQUIRI;Interior;69435000;69439999;30;71,71
jadlog rodoviario;N;AM;MANAUS;Capital;69000001;69059999;20;16,79
jadlog rodoviario;N;AM;MANAUS;Capital;69060000;69099999;20;16,79
jadlog rodoviario;N;AM;MANICORE;Interior;69280000;69299999;30;71,71
jadlog rodoviario;N;AM;MARAA;Interior;69490000;69494999;33;71,71
jadlog rodoviario;N;AM;MAUES;Interior;69190000;69194999;27;71,71
jadlog rodoviario;N;AM;NHAMUNDA;Interior;69140000;69149999;29;71,71
jadlog rodoviario;N;AM;NOVA OLINDA DO NORTE;Interior;69230000;69239999;27;71,71
jadlog rodoviario;N;AM;NOVO AIRAO;Interior;69730000;69734999;27;71,71
jadlog rodoviario;N;AM;NOVO ARIPUANA;Interior;69260000;69264999;29;71,71
jadlog rodoviario;N;AM;NOVO REMANSO;Interior;69112000;69113999;22;71,71
jadlog rodoviario;N;AM;PARINTINS;Interior;69150001;69159999;31;71,71
jadlog rodoviario;N;AM;PAUINI;Interior;69860000;69869999;35;71,71
jadlog rodoviario;N;AM;PRESIDENTE FIGUEIREDO;Interior;69735000;69735999;23;71,71
jadlog rodoviario;N;AM;RIO PRETO DA EVA;Interior;69117000;69119999;21;71,71
jadlog rodoviario;N;AM;SANTA ISABEL DO RIO NEGRO;Interior;69740000;69749999;30;71,71
jadlog rodoviario;N;AM;SANTO ANTONIO DO ICA;Interior;69680000;69684999;33;71,71
jadlog rodoviario;N;AM;SAO GABRIEL DA CACHOEIRA;Interior;69750000;69751999;34;71,71
jadlog rodoviario;N;AM;SAO PAULO DE OLIVENCA;Interior;69600000;69619999;33;71,71
jadlog rodoviario;N;AM;SAO SEBASTIAO DO UATUMA;Interior;69135000;69139999;27;71,71
jadlog rodoviario;N;AM;SILVES;Interior;69114000;69116999;27;71,71
jadlog rodoviario;N;AM;TABATINGA;Interior;69640000;69649999;29;71,71
jadlog rodoviario;N;AM;TAPAUA;Interior;69480000;69484999;36;71,71
jadlog rodoviario;N;AM;TEFE;Interior;69550001;69559999;31;71,71
jadlog rodoviario;N;AM;TONANTINS;Interior;69685000;69699999;32;71,71
jadlog rodoviario;N;AM;UARINI;Interior;69530000;69539999;31;71,71
jadlog rodoviario;N;AM;URUCARA;Interior;69130000;69134999;27;71,71
jadlog rodoviario;N;AM;URUCURITUBA;Interior;69180000;69189999;27;71,71
jadlog rodoviario;N;AM;VILA PITINGA;Interior;69737000;69737999;27;71,71
jadlog rodoviario;N;AP;AMAPA;Interior;68950000;68959999;30;61,89
jadlog rodoviario;N;AP;CALCOENE;Interior;68960000;68972999;25;61,89
jadlog rodoviario;N;AP;CUTIAS;Interior;68973000;68975999;30;61,89
jadlog rodoviario;N;AP;FERREIRA GOMES;Interior;68915000;68917999;25;61,89
jadlog rodoviario;N;AP;ITAUBAL;Interior;68976000;68979999;25;61,89
jadlog rodoviario;N;AP;LARANJAL DO JARI;Interior;68920000;68923999;25;61,89
jadlog rodoviario;N;AP;MACAPA;Capital;68900001;68911999;18;14,31
jadlog rodoviario;N;AP;MAZAGAO;Interior;68940000;68944999;25;61,89
jadlog rodoviario;N;AP;OIAPOQUE;Interior;68980000;68989999;30;61,89
jadlog rodoviario;N;AP;PEDRA BRANCA DO AMAPARI;Interior;68945000;68945000;30;61,89
jadlog rodoviario;N;AP;PORTO GRANDE;Interior;68997000;68999999;23;61,89
jadlog rodoviario;N;AP;PRACUUBA;Interior;68918000;68919999;30;61,89
jadlog rodoviario;N;AP;SANTANA;Interior;68925001;68939999;18;61,89
jadlog rodoviario;N;AP;SERRA DO NAVIO;Interior;68948000;68949999;30;61,89
jadlog rodoviario;N;AP;TARTARUGALZINHO;Interior;68990000;68996999;27;61,89
jadlog rodoviario;N;AP;VITORIA DO JARI;Interior;68924000;68924999;30;61,89
jadlog rodoviario;NE;BA;ABAIRA;Interior;46690000;46699999;15;58,73
jadlog rodoviario;NE;BA;ABARE;Interior;48680000;48699999;13;58,73
jadlog rodoviario;NE;BA;ABRANTES;Interior;42840000;42840000;9;58,73
jadlog rodoviario;NE;BA;ACAJUTIBA;Interior;48360000;48369999;12;58,73
jadlog rodoviario;NE;BA;ADUSTINA;Interior;48435000;48439999;14;58,73
jadlog rodoviario;NE;BA;AGUA FRIA;Interior;48170000;48179999;12;58,73
jadlog rodoviario;NE;BA;AIQUARA;Interior;45220000;45224999;15;58,73
jadlog rodoviario;NE;BA;ALAGOINHAS;Interior;48000001;48107999;9;58,73
jadlog rodoviario;NE;BA;ALCOBACA;Interior;45910000;45919999;9;58,73
jadlog rodoviario;NE;BA;ALMADINA;Interior;45640000;45644999;9;58,73
jadlog rodoviario;NE;BA;AMARGOSA;Interior;45300000;45304999;9;58,73
jadlog rodoviario;NE;BA;AMELIA RODRIGUES;Interior;44230000;44244999;8;58,73
jadlog rodoviario;NE;BA;AMERICA DOURADA;Interior;44910000;44914999;12;58,73
jadlog rodoviario;NE;BA;ANAGE;Interior;45180000;45189999;9;58,73
jadlog rodoviario;NE;BA;ANDARAI;Interior;46830000;46834999;13;58,73
jadlog rodoviario;NE;BA;ANDORINHA;Interior;48990000;48999999;9;58,73
jadlog rodoviario;NE;BA;ANGICAL;Interior;47960000;47969999;12;58,73
jadlog rodoviario;NE;BA;ANGUERA;Interior;44670000;44679999;12;58,73
jadlog rodoviario;NE;BA;ANTAS;Interior;48420000;48429999;12;58,73
jadlog rodoviario;NE;BA;ANTONIO CARDOSO;Interior;44180000;44189999;12;58,73
jadlog rodoviario;NE;BA;ANTONIO GONCALVES;Interior;44780000;44789999;13;58,73
jadlog rodoviario;NE;BA;APORA;Interior;48350000;48359999;9;58,73
jadlog rodoviario;NE;BA;APUAREMA;Interior;45355000;45359999;15;58,73
jadlog rodoviario;NE;BA;ARACAS;Interior;48108000;48109999;10;58,73
jadlog rodoviario;NE;BA;ARACATU;Interior;46130000;46139999;9;58,73
jadlog rodoviario;NE;BA;ARACI;Interior;48760000;48769999;12;58,73
jadlog rodoviario;NE;BA;ARAMARI;Interior;48130000;48139999;10;58,73
jadlog rodoviario;NE;BA;ARATACA;Interior;45695000;45699999;9;58,73
jadlog rodoviario;NE;BA;ARATUIPE;Interior;44490000;44499999;12;58,73
jadlog rodoviario;NE;BA;AREIAS;Interior;42847000;42847000;8;58,73
jadlog rodoviario;NE;BA;AREMBEPE;Interior;42835000;42835999;8;58,73
jadlog rodoviario;NE;BA;AURELINO LEAL;Interior;45675000;45679999;9;58,73
jadlog rodoviario;NE;BA;BAIANOPOLIS;Interior;47830000;47844999;12;58,73
jadlog rodoviario;NE;BA;BAIXA GRANDE;Interior;44620000;44629999;12;58,73
jadlog rodoviario;NE;BA;BANZAE;Interior;48405000;48409999;10;58,73
jadlog rodoviario;NE;BA;BARRA;Interior;47100000;47114999;17;58,73
jadlog rodoviario;NE;BA;BARRA DA ESTIVA;Interior;46650000;46669999;12;58,73
jadlog rodoviario;NE;BA;BARRA DO CHOCA;Interior;45120000;45129999;13;58,73
jadlog rodoviario;NE;BA;BARRA DO JACUIPE;Interior;42833000;42833000;8;58,73
jadlog rodoviario;NE;BA;BARRA DO MENDES;Interior;44990000;44999999;9;58,73
jadlog rodoviario;NE;BA;BARRA DO POJUCA;Interior;42825000;42825000;8;58,73
jadlog rodoviario;NE;BA;BARRA DO ROCHA;Interior;45560000;45569999;9;58,73
jadlog rodoviario;NE;BA;BARREIRAS;Capital;47800001;47819999;10;13,47
jadlog rodoviario;NE;BA;BARRO ALTO;Interior;44895000;44899999;11;58,73
jadlog rodoviario;NE;BA;BARRO PRETO;Interior;45625000;45629999;9;58,73
jadlog rodoviario;NE;BA;BARROCAS;Interior;48705000;48709999;10;58,73
jadlog rodoviario;NE;BA;BELMONTE;Interior;45800000;45806999;10;58,73
jadlog rodoviario;NE;BA;BELO CAMPO;Interior;45160000;45169999;13;58,73
jadlog rodoviario;NE;BA;BIRITINGA;Interior;48780000;48789999;9;58,73
jadlog rodoviario;NE;BA;BOA NOVA;Interior;45250000;45254999;15;58,73
jadlog rodoviario;NE;BA;BOA VISTA DO TUPIM;Interior;46850000;46859999;13;58,73
jadlog rodoviario;NE;BA;BOM JESUS DA LAPA;Interior;47600000;47609999;11;58,73
jadlog rodoviario;NE;BA;BOM JESUS DA SERRA;Interior;45263000;45264999;15;58,73
jadlog rodoviario;NE;BA;BONINAL;Interior;46740000;46749999;9;58,73
jadlog rodoviario;NE;BA;BONITO;Interior;46820000;46824999;13;58,73
jadlog rodoviario;NE;BA;BOQUIRA;Interior;46530000;46539999;15;58,73
jadlog rodoviario;NE;BA;BOTUPORA;Interior;46570000;46574999;9;58,73
jadlog rodoviario;NE;BA;BREJOES;Interior;45325000;45329999;15;58,73
jadlog rodoviario;NE;BA;BREJOLANDIA;Interior;47750000;47759999;15;58,73
jadlog rodoviario;NE;BA;BROTAS DE MACAUBAS;Interior;47560000;47579999;15;58,73
jadlog rodoviario;NE;BA;BRUMADO;Interior;46100000;46109999;9;58,73
jadlog rodoviario;NE;BA;BUERAREMA;Interior;45615000;45619999;11;58,73
jadlog rodoviario;NE;BA;BURITIRAMA;Interior;47120000;47149999;17;58,73
jadlog rodoviario;NE;BA;CAATIBA;Interior;45130000;45139999;9;58,73
jadlog rodoviario;NE;BA;CABACEIRAS DO PARAGUACU;Interior;44345000;44349999;9;58,73
jadlog rodoviario;NE;BA;CABOTO;Interior;43846000;43849999;9;58,73
jadlog rodoviario;NE;BA;CACHOEIRA;Interior;44300000;44319999;7;58,73
jadlog rodoviario;NE;BA;CACHOEIRA DO MATO;Capital;45999001;45999999;8;13,47
jadlog rodoviario;NE;BA;CACHOEIRA DO MATO;Interior;45999000;45999000;8;58,73
jadlog rodoviario;NE;BA;CACULE;Interior;46300000;46309999;11;58,73
jadlog rodoviario;NE;BA;CAEM;Interior;44730000;44739999;9;58,73
jadlog rodoviario;NE;BA;CAETANOS;Interior;45265000;45269999;9;58,73
jadlog rodoviario;NE;BA;CAETITE;Interior;46400000;46424999;8;58,73
jadlog rodoviario;NE;BA;CAFARNAUM;Interior;44880000;44884999;12;58,73
jadlog rodoviario;NE;BA;CAIRU;Interior;45420000;45429999;12;58,73
jadlog rodoviario;NE;BA;CALDEIRAO GRANDE;Interior;44750000;44754999;13;58,73
jadlog rodoviario;NE;BA;CAMACAN;Interior;45880000;45880999;13;58,73
jadlog rodoviario;NE;BA;CAMACARI;Capital;42810902;42819999;8;13,47
jadlog rodoviario;NE;BA;CAMACARI;Capital;42800001;42810000;8;13,47
jadlog rodoviario;NE;BA;CAMACARI;Capital;42810001;42810901;8;13,47
jadlog rodoviario;NE;BA;CAMAMU;Interior;45445000;45449999;15;58,73
jadlog rodoviario;NE;BA;CAMPO ALEGRE DE LOURDES;Interior;47220000;47239999;15;58,73
jadlog rodoviario;NE;BA;CAMPO FORMOSO;Interior;44790000;44797999;13;58,73
jadlog rodoviario;NE;BA;CANAPOLIS;Interior;47730000;47739999;12;58,73
jadlog rodoviario;NE;BA;CANARANA;Interior;44890000;44894999;13;58,73
jadlog rodoviario;NE;BA;CANAVIEIRAS;Interior;45860000;45864999;13;58,73
jadlog rodoviario;NE;BA;CANDEAL;Interior;48710000;48719999;9;58,73
jadlog rodoviario;NE;BA;CANDEIAS;Interior;43800001;43839999;8;58,73
jadlog rodoviario;NE;BA;CANDIBA;Interior;46380000;46389999;8;58,73
jadlog rodoviario;NE;BA;CANDIDO SALES;Interior;45157000;45159999;9;58,73
jadlog rodoviario;NE;BA;CANSANCAO;Interior;48840000;48849999;9;58,73
jadlog rodoviario;NE;BA;CANUDOS;Interior;48520000;48539999;9;58,73
jadlog rodoviario;NE;BA;CAPELA DO ALTO ALEGRE;Interior;44645000;44649999;9;58,73
jadlog rodoviario;NE;BA;CAPIM GROSSO;Interior;44695000;44697999;12;58,73
jadlog rodoviario;NE;BA;CARAIBAS;Interior;45177000;45179999;13;58,73
jadlog rodoviario;NE;BA;CARAVELAS;Interior;45900000;45909999;9;58,73
jadlog rodoviario;NE;BA;CARDEAL DA SILVA;Interior;48390000;48399999;9;58,73
jadlog rodoviario;NE;BA;CARINHANHA;Interior;46445000;46445999;9;58,73
jadlog rodoviario;NE;BA;CAROBA;Interior;43841000;43841000;9;58,73
jadlog rodoviario;NE;BA;CASA NOVA;Interior;47300000;47349999;13;58,73
jadlog rodoviario;NE;BA;CASTRO ALVES;Interior;44500000;44519999;9;58,73
jadlog rodoviario;NE;BA;CATOLANDIA;Interior;47845000;47849999;12;58,73
jadlog rodoviario;NE;BA;CATU;Interior;48110000;48119999;9;58,73
jadlog rodoviario;NE;BA;CATU DE ABRANTES;Interior;42841000;42841000;8;58,73
jadlog rodoviario;NE;BA;CATURAMA;Interior;46575000;46579999;10;58,73
jadlog rodoviario;NE;BA;CENTRAL;Interior;44940000;44949999;9;58,73
jadlog rodoviario;NE;BA;CHORROCHO;Interior;48660000;48679999;9;58,73
jadlog rodoviario;NE;BA;CICERO DANTAS;Interior;48410000;48414999;12;58,73
jadlog rodoviario;NE;BA;CIPO;Interior;48450000;48454999;12;58,73
jadlog rodoviario;NE;BA;COARACI;Interior;45638000;45639999;9;58,73
jadlog rodoviario;NE;BA;COCOS;Interior;47680000;47689999;20;58,73
jadlog rodoviario;NE;BA;CONCEICAO DA FEIRA;Interior;44320000;44329999;7;58,73
jadlog rodoviario;NE;BA;CONCEICAO DO ALMEIDA;Interior;44540000;44549999;7;58,73
jadlog rodoviario;NE;BA;CONCEICAO DO COITE;Interior;48730000;48749999;10;58,73
jadlog rodoviario;NE;BA;CONCEICAO DO JACUIPE;Interior;44245000;44249999;8;58,73
jadlog rodoviario;NE;BA;CONDE;Interior;48300000;48309999;12;58,73
jadlog rodoviario;NE;BA;CONDEUBA;Interior;46200000;46204999;13;58,73
